Covidence,Study_ID,Title,Author,Year,Product,Kind_of_paper,Journal_Conference,Grouping,Disc_STEM,Disc_Sci,Disc_Tech,Disc_Eng,Disc_Math,Disc_CS,Disc_EngDisc,Disc_Other,Disc_Othertext,Students_UGCC,Students_UG1st,Students_UG2plus,Students_Grad,Targets_Women,Targets_Hispanic,Targets_Black,Targets_URM,Targets_LowIncome,Targets_TransferStudents,Targets_Firstgen,Targets_HawaiianPacIs,Targets_Asian,Targets_AmIndian,Targets_disabilities,Targets_Veterans,Programs_recruit,Programs_course,Programs_advising,Programs_career,Programs_cohort,Programs_acadsupport,Programs_mentorpeer,Programs_mentorfaculty,Programs_mentoralumni,Programs_mentorindustry,Programs_fieldtrip,Programs_meetings,Programs_research,Programs_intern,Programs_studyabroad,Programs_activities,Programs_retreat,Programs_workshop,Programs_service,Programs_peer,Programs_community,Programs_focusgroups,Programs_profdev,Programs_seminar,Programs_tutoring,Programs_summerbridge,Success_transfer,Success_retention,Success_graduation,Success_timetodegree,Success_affect,Success_placement,Success_access,Success_participation,Success_other,Success_undefined,LInc_pell,LInc_cost,LInc_undef,LInc_O_finNeed,About_partners,Inter_highered,Inter_K12,Inter_industry,Inter_other,Intra_college,Intra_admissions,Intra_finaid,Intra_acadsupport,Intra_studentlife,Intra_career,Intra_other,Intra_othertext,Intra_none,Research_design,RQ_list,RQ_subject,Methods_list,Counting,Survey,Student.Reflections,Student.Interview,Faculty.Staff.Interview,Focus.Group,Other,framework,fw_belonging,fw_change,fw_identity,fw_learning,fw_motivation,fw_program,fw_socialcog,fw_studentinvolvement,fw_system,fw_none,Implications_list
11747,McSpedon 2022,The development of collegiate STEM self-efficacy: A longitudinal study of first-year students,McSpedon,2022,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,0,0,0,0,0,NA,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,No,0,0,0,1,1,1,0,1,0,0,0,NA,0,Comparative (matched sample w non-participants),"1) what is the impact of participation in a comprehensive, anti-remedial STEM summer bridge on STEM self-efficacy for high-ability students in a newly rigorous environment, and 2) does participation vs non-participation in such a program differentially impact studentsâ€™ perceptions of STEM self-efficacy throughout the crucial first year of college?",NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"RESPâ€™s anti-remedial model has raised questions about whether participation in such a challenging experience is detrimental to studentsâ€™ sense of self-confidence and self-efficacy; this study suggests participation does not negatively impact studentsâ€™ self-efficacy, or at least no more than the general transition into college for a similarly situated group of students."
11753,Tian 2022,STEM Scholars Engaging in Local Problems,Tian,2022,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,1,0,1,"biology, chemistry, environmental science, biochemistry.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,No,0,0,1,0,0,0,0,1,0,1,0,NA,0,Descriptive,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The EMUâ€™s STEM Scholars Engaging in Local Problems program has successfully  recruited fourteen scholars and twelve students are currently in the program. 
 The project-based out-of-the-classroom learning approach has proven to be beneficial for the students in both their intellectual as well as personal growth."
11757,Tashakkori 2007,Success with CSEMS,Tashakkori,2007,Conference paper/proceeding,Overview of program,ACM Southeast Conference?,Technical Conference,0,0,0,0,1,1,0,0,NA,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,No,0,0,1,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Our CSEMS program has been successful in involving our scholars 
in community building, undergraduate research, and mentoring, all 
of which involve team work with peers from various stages of their education. "
11764,Gavin 2020,Soft skills curriculum on a budget: Tackling the STEM skills gap with limited resources using online video,Gavin,2020,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,No,0,0,1,0,1,0,0,0,0,0,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Even though it is difficult to measure how effective soft skills professional development is due to the lack of reliable measuring instruments, the team did see that the low-cost method of holding one-hour webinars did have an impact on the studentâ€™s self-perceptions of their soft skills abilities."
11766,Anderson-Rowland 2016,Understanding how the 4.0 guaranteed plan works,Anderson-Rowland,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,Other:,1,0,1,1,0,1,0,1,0,0,1,Graduate student panel,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The results of this survey were, in general, reassuring that the students are taking the Guaranteed 4.0 Plan seriously."
11768,Olson 2016,Support model for transfer students utilizing the STEM scholarship program,Olson,2016,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,1,0,0,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,No,1,0,0,0,1,1,1,0,0,1,0,NA,0,Descriptive,"we describe how our program connected transfer students with university staff, faculty and resources.",Transfer Student - Student Support - Program Evaluation & Identity,Qualitative,0,1,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,"While students enjoyed the informal, active social events, and requested flexible programming, 
we recommend a more structured approach to event programming in order to facilitate a formal 
cohort development in a streamlined structure. "
11771,Shatz 2016,Robotics competition and family science fair for grades 4-8 sponsored by the Latino-stem alliance,Shatz,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,1,0,0,0,0,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,No,1,0,1,0,1,0,0,1,0,0,0,NA,0,Descriptive,"Elementary and middle school students were asked how their robotics club impacted other aspects of their life (academics, social, etc.)",NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,The robotics club and the robotics competition and family science fair were great successes both for the elementary and middle school students as well as the university students who helped out at the event.
11774,Schlemer 2018,PEEPS S-STEM partnering with americorps CSU STEM VISTAs,Schlemer,2018,Conference paper/proceeding,Other,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No,0,0,1,0,1,0,1,1,0,0,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"
The connection between the S-STEM PEEPS grant and the CSU STEM AmeriCorps VISTA has 
been mutually beneficial. The volunteers who participated contributed to the PEEPS program 
and the VISTAs themselves also benefits by learning about higher education and their own 
passions in a deep way"
11779,Ghosh-Dastidar 2018,S-STEM: An educational model for retention at an urban institution,Ghosh-Dastidar,2018,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,No,1,0,0,0,1,0,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Practices such as this and others, integrated in our NSF S-STEM program, are proving to be effective in retaining students in their respective degree majors through graduation. Students are engaged by the variety of seminars, speakers, workshops, field trips, one-to-one end of semester mentoring, and mandatory advisement â€“ all of which play a significant role in retention."
11783,Simon 2021,WIP: A Layered Mentorship Program (LMP) for Engineering Student Success and Retention,Simon,2021,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,0,0,0,1,1,1,0,0,0,0,NA,0,Comparative (matched sample w non-participants),"RQ1: How does continued student participation in the Layered Mentorship Program relate to retention in the engineering college and academic outcomes? 
RQ2: How do student identities change as they transition from being mentees to being mentors? 
RQ3: Does a change in student identity correspond with a change in needs that can be supported by the Layered Mentorship Program?",Student Support - Retention & Identity,Multi-mixed,0,0,0,1,0,0,,Communication Theory of Identity,0,0,1,0,0,0,0,0,0,0,"Using this framework, our future research will attempt develop a deeper understanding of programmatic elements that relate to specific aspects of STEM identity development and, importantly, a studentâ€™s capacity and desire to graduate with an engineering degree."
11787,Faidley 2018,S-STEM: Academically and civically engaged scientists - Mid-project progress report,Faidley,2018,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,1,1,1,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,No,0,0,1,0,0,0,1,1,0,0,0,NA,0,Longitudinal only focused on program,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Over the past 2.5 years of implementing the ACES S-STEM program at Wartburg College the PI 
team has learned a number of things that were somewhat surprising to us. In this section we 
share them to help inform future S-STEM proposals."
11788,Vannelli 2018,The SEECRS scholar academy at whatcom community college: An S-STEM scholarship program,Vannelli,2018,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,1,0,1,0,0,NA,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,Yes,1,0,1,0,1,1,1,1,0,0,0,NA,0,Comparative (matched sample w non-participants),To what extent can a guided pathways approach provide a coordinated and supported STEM experience at [college] that (1) increases student success and (2) positively shifts students STEM self-identity?,Transfer Students - Student Support - Program Evaluation & Identity,Multi-mixed,0,1,0,1,0,1,,none,0,0,0,0,0,0,0,0,0,1,"We have made progress across numerous goals from developing the STEM Success and Orientation course, assigning faculty mentors to our first SSA cohort, to developing CUREs for chemistry and engineering course"
11790,Dell 2021,Using Self-determination Theory to Guide Mentoring Activities for Underrepresented Students in Engineering Technology Programs,Dell,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,1,1,0,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,No,0,0,0,0,1,0,1,0,0,0,0,NA,0,Cross-sectional only focused on program,"Does the individual definition and utilization of a Scholar Support Network improve retention of Engineering Technology students, particularly women, AALANA, Deaf/Hard of Hearing, and First Generation students?
ï‚·Does programmatic implementation using an SDT framework improve student retention by attending to the basic psychological needs of autonomy, competence, and relatedness?",NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,
11795,Baldwin 2021,The Value of Climate in Educational Experiences for Diverse Student Populations within Engineering Disciplines,Baldwin,2021,Conference paper/proceeding,Overview of program,ASABE Annual International Virtual Meeting. American Society of Agricultural and Biological Engineers,Technical Conference,1,0,0,1,0,0,0,0,NA,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,No,1,0,0,0,1,1,1,1,1,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The preliminary data are strongly suggestive that students without traditional incoming selective metrics, but having strong support networks that hold high expectations for their academic work, can outperform students with traditional metrics."
11802,Vernaza 2011,Scholars of excellence in engineering and computer science program phase I: Development and implementation,Vernaza,2011,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,1,0,1,1,0,1,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The SEECS program is being evaluated as a potential Gannon offering, to be thought of as akin 
to an Engineering Honors program. Selected students (i.e., those meeting the non-economic 
SEECS criterion) would be encouraged to apply for admission to the proposed honors program. 
It is expected that the honors program would be very similar to SEECS, except for the financial 
component"
11804,Wang 2018,Work in progress: Co-curricular and extra-curricular experiences of NSF-supported scholars,Wang,2018,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,0,1,1,1,1,mechanical engineering and electrical engineering,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,No,1,0,0,0,1,0,0,1,0,0,0,NA,0,Cross-sectional only focused on program,"Question1: Give me a sense of what it is like to be a MEP scholar.
Question 2: What are some things you can say about yourself that have changed as a result of participating in MEP Scholarship program?
Question 3: What are some kinds of things you can do as a physics student that you might not have been able to do if you did not join the MEP scholarship program?
Question 4: Describe any co-curricular and extracurricular activities as the MEP scholar you have participated in, and their impact on your professional identities and career readiness.",NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"We focus on exploring four MEP scholarsâ€™ reflections on their co-curricular and extra curricular activities during the past three years in this paper. They have been actively involved in this program and benefited from frequent interactions with faculty mentors.
We believe that this programâ€™s success warrants continuation, and we will be pursuing funding 
to continue this program and to extend our expertise into additional aspects of best practices to increase STEM enrollment in the School of Engineering and Computer Science."
11806,Olsen 2021,Promoting Success of Undergraduate Engineering Students through Curricular Improvements in First-year Mathematics Courses,Olsen,2021,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,0,1,0,1,1,"civil engineering,  electrical and computer engineering, general engineering, mechanical engineering",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,No,1,0,1,0,1,0,0,1,0,0,0,NA,0,Cross-sectional only focused on program,the project aims to measure the benefits of a corequisite implementation of precalculus and calculus to help students complete the required calculus sequence by the end of their first year,Student Learning - Math Corequisite Course,Quantitative,0,1,0,0,0,1,,none,0,0,0,0,0,0,0,0,0,1,"The course was designed and taught under the assumption that students may not have seen these topics rather than treating it as a review. Perhaps a more robust assessment of studentsâ€™ skills is needed and the course be redesigned to meet their needs.
It is hypothesized that the corequisite course will deliver the necessary content of both precalculus and calculus 
while retaining students in STEM and keeping students on track with respect to their curriculum maps."
11810,Massi 2010,YES: A NSF S-STEM scholarship program experience at the University of Central Florida,Massi,2010,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,0,0,0,0,0,NA,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,No,0,0,0,1,1,0,0,1,0,1,0,NA,0,Cross-sectional only focused on program,"This paper will focus on the details of the program infrastructure, recruiting strategies that we have pursued, assessment instruments that we have developed to evaluate the program’s accomplishments, and student experiences in the program to date.",Student Support - Program Evaluation,Quantitative,0,1,0,1,0,1,,none,0,0,0,0,0,0,0,0,0,1,"In this paper, we presented an overview of some of our experiences with an NSF project in progress, whose goal is to enable academically talented, financially needy students to enter the workforce (Entrepreneurship Path) or to pursue a graduate degree (Research Path) following a completion of a baccalaureate degree in a targeted STEM discipline.
We believe that 
performance based-scholarships and support services offered in the YES program address the 
physiological and security needs. The strength of the relationship between students and mentors 
in the YES mentoring program addresses the belongingness and esteem needs."
11812,Morris 2019,Why do students leave? An investigation into why well-supported students leave a first-year engineering program,Morris,2019,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,1,1,1,0,0,NA,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,No,1,0,0,0,1,0,0,1,0,1,0,NA,0,Comparative (matched sample w non-participants),"why students were leaving engineering, even though the program they participated in was strongly rooted in retention based literature.",Student Persistence,Quantitative,0,1,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,"AcES program participants are exposed to deliberate experiences, developed based on best practices established in literature"
11816,Fizzano 2016,"Recruiting, Retaining and Graduating more Women in Computer Science and Math",Fizzano,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,0,1,1,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,No,0,1,1,0,1,1,0,1,0,0,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,The goal isnâ€™t to poach female students from other majors but make sure every female who is interested in computer science or math feels that the departments are welcoming and supportive of their participation.
11818,Jones 2010,S-STEM ENG2 scholars for success engineering engagement,Jones,2010,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,1,0,0,1,1,Construction Management,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,No,0,0,0,0,1,1,1,1,1,1,1,"Minority Engineering Program, Women in Engineering Program, Center for Academic Success, Office for Diversity Programs",0,Descriptive,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The first year data suggests that the S-STEM program is providing the needed support to assist the target student population to pursue an engineering degree. Academic performance of the fall 2008 freshman cohort indicates the students were experiencing the anecdotal sophomore 
adjustment to more rigorous course work as many are taking their first engineering courses"
